U07804_s_at,J04093_s_at,L13943_at,L36151_at,L77561_at,X64624_s_at,S68134_s_at,U30245_at,U06233_at,X07767_at,L13740_at,K03430_at,L37347_at,X02910_at,L37882_at,L24564_at,U89336_cds6_at,X64177_f_at,U49436_at,U39573_at,X77166_at,D14822_at,D63882_s_at,HG1205-HT1205_at,X96719_at,D16181_at,HG3954-HT4224_s_at,U79260_at,Z70759_at,D88795_at,U61538_at,D86974_at,L40392_at,L24774_s_at,U03397_s_at,D25538_at,M61764_at,M38258_at,U35048_at,L22342_at,AFFX-HUMISGF3A/M97935_MB_at,X65784_s_at,M99063_at,HG2868-HT3012_s_at,X56807_at,M80359_at,S68271_s_at,D26561_cds1_at,X13916_at,L48546_at,U92971_at,U34038_at,D31784_at,U20499_at,U40705_at,Z19574_rna1_at,U18985_at,M93415_at,X69978_at,HG3995-HT4265_at,X04470_s_at,U73704_at,L37368_at,D31891_at,X73460_at,M21642_s_at,AFFX-HUMGAPDH/M33197_M_st,X52773_at,X94754_at,HG1078-HT1078_at,M62397_at,M25756_at,AFFX-HUMISGF3A/M97935_3_at,U79263_at,L08044_s_at,D11151_at,Z22548_at,U51587_at,HG3570-HT3773_at,M29960_at,X84003_at,X87237_at,Z24724_at,HG2709-HT2805_at,J04046_s_at,HG1428-HT1428_s_at,U30998_at,U29607_at,L10333_s_at,HG1116-HT1116_at,D87460_at,L19871_at,M62324_at,D84110_at,X78342_at,HG1327-HT1327_s_at,Y09321_at,M93221_at,U66033_at,AB000584_at,class
-0.7125,-2.6677,0.2042,-1.2814,0.181,-0.1129,-2.0815,1.1156,-0.4571,-0.5345,-0.3908,0.9905,-0.0581,-0.5785,0.8314,0.2475,-0.8862,-0.8082,-1.2629,-0.4967,-0.2133,-0.2679,-0.2805,0.745,-0.6048,-0.1534,0.0692,-0.4004,1.7265,1.3053,0.148,0.5221,0.1161,-1.7873,-0.0968,-0.0712,0.2854,0.2745,-0.4689,-0.9041,-0.4383,-0.2469,1.3132,0.0588,-1.1686,0.0832,-0.8821,0.9593,0.9866,0.1899,0.5816,0.6522,0.3115,-0.3481,-0.507,0.4004,1.0985,-0.8357,0.2906,0.5911,0.1616,-0.0648,-0.5286,0.3972,0.7778,0.5206,-1.3327,-0.8859,-0.3893,-0.2359,2.7533,-0.7022,0.0025,-0.0262,0.367,0.4744,-0.4265,2.7878,0.2226,1.3288,0.2876,0.2359,-0.9723,0.4499,-1.2887,1.7676,1.0316,-0.3406,0.7616,1.6671,-0.1467,-0.7044,0.3079,0.9643,-0.9302,-0.8216,0.076,0.3791,-0.7023,-0.679,ALL
-0.7017,-0.0923,-0.8547,0.0896,-0.9244,0.3462,0.1982,-0.2758,0.0172,-0.0638,-0.533,-1.4077,0.5821,-0.366,-0.9765,-0.0906,0.4756,-0.6739,-0.2907,2.0439,-0.3373,-2.0501,-0.5599,0.0155,-0.548,0.8214,0.5944,-0.7517,1.4444,-0.4763,-0.4577,-0.178,-0.4867,0.7144,-0.8252,0.0891,1.0082,-0.0064,-0.5459,-0.7893,-0.3187,-0.039,0.1409,0.2073,0.2576,0.0872,-0.4949,-0.2515,-0.7025,-0.3013,0.0415,-0.2309,-0.8253,-0.1688,-0.5799,0.7017,-1.3388,0.3865,-1.2038,0.2031,0.325,-1.7335,-1.2695,-0.56,-1.9127,0.9701,-0.4378,0.3088,-0.7155,-0.0923,-0.2183,-1.9806,-0.8278,-1.3574,-0.5465,0.0328,0.16,0.0234,0.199,-0.1941,1.8178,0.5729,-0.8784,-1.2015,-0.1562,1.9791,-0.08,-0.807,-0.0394,-0.9068,-0.6675,-0.648,-0.6003,-0.9562,0.3685,-0.3664,0.514,-0.2552,0.4695,0.3832,ALL
-0.1972,0.3812,-0.2318,-0.133,0.022,-0.5088,-0.4221,-0.301,0.0551,-0.2811,-0.24,-0.6066,0.1963,-0.2058,-0.6704,-0.4939,0.1533,-0.1031,-0.2401,0.1266,0.562,-0.4365,-0.7963,-0.7075,-0.4089,0.5729,-0.0853,-0.2521,-0.2748,0.1493,-0.0842,0.8946,-0.2736,-0.932,0.4582,0.041,-0.3388,0.2561,-0.7229,0.774,0.0639,0.672,-0.8984,0.6129,-0.3782,0.5273,-0.0318,-0.201,-0.2067,0.0012,0.4002,0.1192,0.1307,0.005,0.7901,-1.1013,-0.0264,0.7856,0.0017,1.0064,-0.2382,-0.1659,-0.071,0.2696,0.528,-0.2473,0.3446,-0.0788,0.7875,0.7274,0.0163,-0.7922,-0.4614,-0.4556,0.1894,0.2352,-0.7371,-0.2328,-0.186,1.1069,-0.6125,0.504,0.2047,0.2318,0.0426,0.0768,0.1899,1.08,-0.2348,-0.2264,0.2248,-0.2495,-0.6568,0.5039,1.1533,-0.1115,0.2439,-0.4024,-0.5742,-0.3635,AML
-1.0775,-0.1491,-1.0727,-0.5592,0.4486,0.9878,-1.3681,-0.7311,1.0605,-0.8724,-0.4605,-1.3923,0.935,-0.6688,-0.1264,-0.6718,0.9349,-0.5766,-0.8274,0.4357,0.0038,-0.6051,-1.5056,0.457,-1.0044,0.936,-1.0995,-0.0388,2.6156,4.1477,-1.548,0.5767,-0.045,-0.5344,-0.9755,-0.1353,0.4562,-0.9827,-0.4774,0.6568,-0.4821,-0.042,-0.0955,-0.1657,0.7559,0.0112,-0.6619,0.2782,-1.2256,-0.3573,-0.343,1.5249,1.3451,0.0401,0.1337,-1.042,-1.6825,1.4465,-0.469,0.8215,-0.6707,0.3566,-0.1342,-0.4087,-0.6136,0.2958,0.6967,-0.0748,0.3373,-0.1209,0.0359,-1.6385,-0.4715,0.2601,0.716,-0.3169,0.1013,-0.2492,-0.3255,-0.2849,-0.5225,1.3339,-0.604,1.8287,-1.7734,1.8533,0.2058,-0.278,-0.1957,-1.3654,0.2037,-0.3113,-1.3105,-0.8555,0.0228,2.7291,-0.7562,-0.544,-0.4826,0.6725,AML
0.4576,-0.3006,0.4067,1.4579,0.437,-0.5139,-0.8719,-0.9082,1.3261,2.1907,-0.3082,-0.0879,-0.411,2.2368,-0.4324,1.3447,-1.4986,0.5488,0.1295,1.1272,-0.1409,-0.2197,-1.6345,-1.0851,0.0338,1.0316,1.2276,-0.351,-0.4036,-0.8027,0.6628,-0.6072,-0.2762,0.6582,1.5334,0.4137,-0.71,0.8685,-0.6259,-0.5866,0.2433,-0.0179,-2.1544,0.7542,0.1029,-1.0249,0.3174,0.2782,1.3734,-0.9306,-0.0103,-0.001,0.5441,0.0456,0.613,-0.4443,0.0986,5.1379,5.5006,-2.4279,-0.027,0.0195,1.1101,-0.3378,0.0594,-0.4159,1.3617,3.0939,0.153,-0.483,-0.7461,-0.8282,0.1167,-0.1264,1.7057,-0.4825,-0.7294,0.4324,-1.7143,-0.5874,-1.2726,-0.6411,0.0675,1.0497,2.2539,-0.2489,1.1904,-0.7048,-1.114,-0.4384,-0.0548,-0.2003,0.7425,1.4174,-1.1638,-0.9673,0.8644,-0.1646,4.5159,0.2229,AML
3.6781,0.2297,-0.6211,-0.3665,0.7357,-0.4849,-0.8409,-0.3263,0.0931,-0.5997,-0.0337,-0.5295,-0.5998,-0.4096,-0.8688,1.0689,0.7012,1.5248,1.3396,0.399,-6.5811,0.5269,0.1708,2.2934,-0.3854,-0.1916,-1.5011,0.1615,-0.5907,-0.3267,1.1776,0.3856,-0.4893,0.4574,4.528,-0.6763,2.5161,0.9238,-0.1249,1.4677,2.567,-0.6988,0.3379,-0.7958,0.4294,0.3232,0.3022,-0.983,-0.1904,0.117,0.0761,1.1434,-0.0244,-1.1521,0.7171,-0.8938,0.0986,-0.5738,-0.5928,-2.2887,-0.7587,0.2386,0.428,-0.482,0.1638,-0.6594,1.7334,0.3967,1.0038,-0.5775,-0.0228,0.0,1.2192,0.5464,1.896,1.0633,3.845,0.6232,1.3698,-0.1336,-0.4925,-0.1845,1.324,-0.664,1.691,-0.2663,0.3487,-0.2521,-0.2934,0.3653,-0.5526,0.8806,2.2019,-0.0499,-1.8645,-0.5667,-0.7635,-0.2438,0.7441,3.0258,AML
2.2825,0.0971,-0.4654,0.8864,0.9529,-0.3979,-0.143,1.5203,1.3261,-1.2152,-0.4662,0.5592,-1.519,-0.6047,-0.2227,1.2824,4.4563,-0.3705,0.4282,-0.8372,0.0761,0.7437,-0.3235,1.2121,-0.4089,-0.6312,0.4245,1.7147,-0.8458,-0.6667,1.4502,-0.9063,0.0043,0.2687,0.4235,-0.9207,3.2651,1.2876,1.2281,-1.5954,0.3748,0.6871,1.126,-0.2635,-0.0689,1.0713,0.1884,1.7665,0.518,-0.6505,0.465,0.8142,-0.4119,-0.1688,-0.7153,-0.8642,-0.0889,-0.5114,0.5631,0.3401,-0.4721,0.2386,1.6788,-1.0445,0.9519,-0.0788,1.3519,-1.3694,0.9116,-0.1066,-0.4724,0.9004,0.1134,2.3212,-0.7749,1.5234,3.7461,-1.0616,0.2344,0.0076,-0.2825,0.1054,-0.113,-1.2483,0.1453,-0.2319,0.3646,0.2365,0.2634,0.3012,-1.0063,0.1018,0.8909,0.1443,-0.4724,0.3073,-0.1722,-0.7365,0.3047,5.3265,AML
-0.1006,0.9303,0.7492,-0.8497,0.4797,-0.3979,-0.9494,-0.0481,0.2638,-0.8845,6.0949,0.174,-0.7065,-0.7357,-0.5628,-0.6718,0.8624,-0.2362,0.727,-1.0101,0.0761,0.5751,-0.1731,0.0027,0.9995,-0.7268,1.3255,0.328,-0.7883,0.4077,-0.0539,-0.4922,-0.5542,1.1843,0.886,-0.1954,0.2328,0.8962,6.0192,-0.0052,-0.1354,-0.048,-0.46,0.8918,0.0342,-0.9248,0.9096,-1.1344,0.0221,-0.4507,0.1625,1.2793,1.035,-1.0652,-0.2986,0.1287,0.286,0.2742,-1.0635,-0.9698,-0.4142,2.5309,1.2321,-0.5174,0.5952,-0.3597,0.9216,-0.8539,0.0431,-0.7372,-0.2378,-0.216,-0.0093,1.1046,-0.445,-0.5377,-0.0247,-1.7267,1.0162,-0.2445,1.3377,-0.3802,-0.3368,0.076,2.0864,-0.039,1.3968,-0.6236,-0.2739,0.7943,0.175,6.2454,2.1489,1.1441,-1.005,0.016,-0.1795,-0.442,0.1216,0.0335,AML
1.091,-0.168,-0.481,-0.8266,-0.9089,-0.659,-0.0344,-0.6552,-0.4571,-0.9328,-0.782,-0.9404,0.065,-0.2815,-0.6988,0.2979,-0.6445,0.3913,-0.5895,-0.2977,0.1382,-0.5328,-1.2477,-0.8355,6.6059,0.3818,0.929,-1.4151,-0.2589,-0.4491,-0.1852,-0.9382,-1.04,-0.3698,-1.0217,-0.5881,3.0187,-0.6603,-0.2377,-1.2974,-0.7492,-1.1959,-1.0462,-1.2231,-0.4985,0.0392,-0.2064,-0.7308,-0.0759,-1.0184,-0.7967,-0.0062,0.0273,-1.3462,-0.3611,-0.6222,0.0673,-0.6985,-0.5681,-0.8922,-0.0999,-0.8907,-0.3913,-1.2974,0.2944,-0.3223,-1.1322,-0.5503,-1.5343,-1.5907,-0.0619,0.3602,-0.7572,0.6609,0.8429,-1.0898,2.2455,-0.8707,0.4269,-0.2949,-0.4025,-1.1485,-0.3802,-1.1003,0.5206,0.3969,-0.9216,-1.52,-0.8209,-1.8535,-1.3893,-0.4442,0.4139,-1.8193,0.0975,0.2891,-0.0481,-0.4873,0.7807,0.4043,AML
0.6508,0.2486,0.2821,1.2149,1.2864,-0.3979,-0.236,-0.8576,-0.2484,0.32,0.3021,0.9084,-0.2551,-0.0545,0.8371,5.7128,-0.9668,0.4249,1.0561,5.077,0.0968,0.4546,-0.5384,-1.9233,0.0426,0.3435,-0.7597,0.3671,-1.1187,0.6797,0.6224,-0.3847,-0.0918,0.349,-0.3049,0.0009,-1.2356,-3.0364,-0.6159,-0.8455,-0.1234,-0.753,0.5744,-0.9769,0.4122,0.9913,-0.1001,0.2026,0.3109,0.6175,-0.9739,0.694,-0.6703,-0.727,1.1287,-1.0371,-0.6201,-0.6486,-0.2626,0.3652,1.2729,-0.3345,-1.3348,-0.6947,0.0099,0.9326,0.9461,1.8312,0.075,-0.8772,-0.5115,1.2245,-0.3858,-0.4699,-1.4664,0.1432,-0.3747,-0.7726,0.3051,-0.8597,0.0176,1.2035,0.1831,-0.6173,2.7431,-0.0801,-0.6199,-0.9538,0.4783,-1.3407,-0.7594,-0.0256,0.1877,0.3313,-0.5378,0.4348,-0.8439,6.2059,-0.9587,-0.1242,AML
-1.1741,-0.6604,-0.7457,-0.6027,0.3439,-0.4337,-0.6858,-1.1611,0.3207,-0.3535,-0.6824,-0.2317,0.5575,-0.5581,-0.3077,-0.6036,-1.1844,-0.1135,-0.2148,-0.5858,0.8825,1.4421,-0.3665,-0.426,-0.6538,1.9872,-0.4869,-0.0128,-0.0952,0.2445,0.5417,-0.5215,-0.3542,0.8429,-0.8136,-0.5641,-1.1864,-1.3833,-0.5502,-0.0956,-0.3227,-1.0152,0.7517,0.5948,-0.1033,-1.4609,-0.5101,-0.3272,-1.4381,0.1357,0.8452,1.018,0.5699,-0.6992,0.7119,-0.7259,-1.3388,-0.4117,-0.758,1.4719,-0.1779,0.0869,0.4084,-0.4796,0.3121,0.4457,-0.2324,0.3768,-0.3468,-0.6676,-0.4333,-0.5581,-0.6009,-0.9566,1.1474,-0.7585,-0.105,-0.4509,-2.0796,-0.6177,-0.3125,0.3953,-0.5246,0.9173,0.152,-0.3835,-0.0959,-0.3718,-0.0101,0.7401,-0.2137,-0.4169,-1.1303,-1.1432,-1.2946,-0.3846,-0.727,-0.4137,-0.5009,-0.3504,AML
0.2644,0.2297,0.0641,1.5828,0.4331,-0.5719,-0.112,0.129,0.2638,-0.1386,-0.3908,0.7184,-1.084,-0.6018,-0.1774,-1.5229,1.1283,-0.7758,1.6789,0.0847,-0.2753,-0.581,-0.9898,0.4698,-0.3697,0.8596,-0.5126,0.8458,-0.4154,-0.2043,0.9556,0.281,-0.2347,1.4453,-0.328,0.053,-1.459,-0.0939,0.309,-0.0345,-0.1712,1.1089,-0.5339,2.6627,-0.1548,-1.5169,0.1049,0.9845,0.0276,-0.0156,0.8625,0.5738,1.681,-0.2242,-2.3665,-1.3236,-1.1826,-1.2597,-0.3121,-1.1842,1.2427,0.5083,0.842,-0.3615,0.615,-0.0039,0.1148,0.0131,0.8159,-0.2323,-0.5506,0.5402,-0.2026,-0.6274,-0.2039,2.4251,-0.3639,1.3538,-1.675,1.0061,0.6476,-0.5469,-0.4596,0.8628,1.079,0.2204,0.2376,0.8787,0.195,0.1878,-0.3573,0.0253,-0.4907,2.6186,-0.3883,0.4712,-1.4571,-0.1589,0.1033,-0.0874,AML
1.2949,0.722,4.9382,-0.3556,1.5618,-0.4934,-1.1665,-0.9841,0.8519,-1.109,1.241,1.0573,-0.0827,-0.5872,-0.7838,-0.1944,-0.4753,-0.9043,4.489,0.9962,0.8411,1.7552,-1.0757,3.7651,0.2973,-1.7206,-0.7752,1.2568,-0.5884,-1.4011,1.2079,-0.7569,0.1628,0.2366,-0.1777,-0.9568,0.4168,1.0757,0.8798,3.0555,6.2539,0.1779,1.5004,1.2793,2.0961,-0.1048,6.7931,0.3791,1.0901,-1.1548,2.0983,1.389,1.6551,-0.6715,1.3631,-1.2594,-0.9951,0.798,-0.2213,0.2419,0.3149,0.0532,0.9074,-0.1417,0.0672,-0.6594,3.4546,-2.0407,0.7202,-0.2538,0.2705,0.3962,5.6174,1.2334,-2.6845,0.2536,0.1863,-0.4945,1.5269,-1.3741,-0.0725,-0.9637,2.5805,-1.4508,-1.4785,-0.2563,1.7144,0.1932,1.3868,0.0646,1.117,0.715,2.6507,2.2374,-2.5933,0.0342,1.7843,-0.2665,-0.446,0.5647,AML
-0.2723,-0.9066,-0.4498,-0.319,-0.2922,-0.5054,0.0431,-0.6552,-0.1725,3.5376,-0.5259,5.5558,1.6983,-0.3718,-0.4834,0.5915,0.1694,0.0173,-1.0401,0.9019,-0.2443,-1.4962,-0.302,-1.469,-0.2336,-0.3445,1.032,-0.8791,-0.6383,-0.3947,-0.1448,-1.2753,-1.1154,1.2285,-0.8945,-0.0592,-0.0727,-1.701,-0.7243,-0.9774,-0.5818,-0.6596,-0.7457,-1.5201,-0.7562,-0.4328,-0.5784,0.4044,2.3596,-0.9829,0.0545,-0.2152,-1.8072,-0.7307,0.4359,0.3954,-0.9951,-1.0352,-0.5598,0.9676,-0.8894,0.07,-1.8033,-0.9476,-1.4442,-0.1912,0.7994,1.9311,-1.2755,-1.1644,-1.489,0.4682,-0.6715,-0.8278,0.1513,-0.2985,-0.3824,0.3124,-0.0013,-1.3438,-0.7325,0.2938,-0.6184,-0.5004,-0.938,-1.5955,-0.5246,-1.5095,-0.7037,-1.0547,-0.5947,-0.6498,-0.5791,-1.3374,0.8356,-0.0204,-0.362,-0.442,0.085,-0.2978,AML
2.9696,1.1008,0.2509,1.1498,0.5107,-0.5702,0.3998,-0.1999,-6.4328,-0.3076,-0.4434,0.7902,-1.6668,-0.6163,-1.0955,-1.2946,0.2822,6.1316,2.2358,0.3519,0.0141,-1.2554,-0.1731,0.0859,-0.6087,-1.4339,0.0589,6.0569,-0.4072,-1.4011,0.5013,0.1487,1.1552,-0.3778,0.7819,0.1332,-1.0024,0.7074,-0.379,0.305,0.7296,2.2387,3.3278,2.7604,1.4088,0.8353,0.3554,0.2278,0.6705,-1.1155,0.1539,-3.2616,1.3967,0.3284,0.0504,-0.7061,0.5048,-0.05,-0.5928,-0.899,-0.3539,-0.3345,3.2303,0.0143,-0.0336,1.1574,0.325,0.2529,0.3905,0.7193,0.2509,4.8257,0.2293,2.2926,1.5471,2.3699,-0.4612,-0.2055,-0.1899,0.6026,0.6776,-0.1012,5.3822,-0.2979,-1.0005,0.201,-2.1602,0.6253,0.4686,2.6385,0.0046,-0.577,4.421,2.072,0.0788,0.016,0.8571,-0.5213,0.7991,0.3333,AML
0.0604,-0.168,0.3288,-0.3543,-6.0792,-0.6095,-0.4842,0.7867,0.3017,-0.8242,-0.7492,-1.8288,0.8612,-0.4184,0.327,-0.4376,-1.2085,-0.4574,0.0536,-0.7325,0.0865,2.1887,0.1063,0.5402,0.0328,0.592,-0.5898,-0.1533,0.7643,-0.0955,0.2994,0.0983,-0.4009,0.5779,-0.883,-0.4318,-0.8053,-0.6695,-0.4632,-0.5353,-0.0875,-0.4186,-0.6767,0.5007,0.9964,-1.0969,-0.1077,0.0512,-1.0295,-1.5899,0.4434,-0.5287,-0.0244,-1.2501,1.6391,2.2429,-1.0576,-0.287,-0.7167,0.4405,-0.0597,0.07,-0.2845,-1.1603,0.7424,-0.1537,1.0047,0.4607,-0.7226,-0.7318,0.8179,-1.6385,-0.5774,0.4318,-0.6988,-0.4641,-0.5339,-0.8326,-1.3843,1.238,0.5276,-0.0323,0.6019,0.9796,1.6397,1.4222,-0.7787,-0.5266,-0.1664,1.0803,-0.9393,-0.2913,0.2513,-1.3374,-0.3416,0.3802,0.2804,-0.2495,-1.2699,-0.1531,AML
0.2215,-0.3953,0.8115,-0.2239,0.3594,-0.5924,0.3378,-0.1999,-1.3487,-0.2617,-0.0778,-0.4525,0.0404,-0.267,-0.7214,-1.0633,0.6206,-0.0776,0.8789,0.8286,-0.0582,0.9123,-0.6889,-0.7267,0.6626,-0.1916,-0.4714,-0.4785,-0.9927,-1.8092,-0.0842,-0.0365,-0.1879,0.867,0.6547,-0.4118,-1.1864,-0.5728,-0.1292,0.0168,0.0002,-0.3704,-1.3959,-0.622,2.182,0.6713,0.4693,-0.8821,0.251,-1.4797,1.0742,0.3857,-0.7478,-1.0467,0.7224,1.1512,-1.6825,-0.4491,0.109,-2.129,-0.995,0.778,0.3539,0.4468,0.5311,-0.4721,1.3177,2.3826,-0.7261,-1.0431,-0.5897,-0.6842,-0.3101,-0.5844,0.8809,-0.1697,-0.7896,-0.2165,1.301,-0.1336,1.7278,-0.0033,-0.2069,-0.9055,-0.1897,-0.3776,-0.08,-1.0152,-0.186,0.7993,-0.0452,0.3984,-0.1091,-0.2873,-0.1641,-0.8398,0.8206,0.3168,-0.3728,0.399,AML
-0.5944,-5.5841,0.3755,-0.6434,-0.0866,-0.5071,6.138,2.3551,-0.2105,-0.228,-0.2841,0.5283,0.1963,-0.7677,5.218,-0.4316,0.8624,1.5329,0.246,0.0847,0.9548,0.4546,4.4907,-1.0147,-0.6029,1.9299,-0.5898,-0.2755,-0.4443,1.0877,1.531,-0.3621,-0.4009,-0.3015,-2.282,-0.1233,0.8439,1.6053,-0.6045,-0.0394,0.1755,0.0966,1.7516,0.4101,0.584,0.7273,-0.8061,-2.3956,1.6949,-0.0361,1.6316,0.0304,-1.4196,0.7221,0.0348,0.1534,-0.2139,0.0248,-1.08,1.0429,0.3753,-2.4414,0.1099,1.6829,0.765,-4.1432,-0.3645,1.0121,0.6422,-0.6944,-0.6874,-1.0263,0.1756,-2.3736,-0.3245,-0.4457,-0.2364,1.5883,0.5821,-0.6177,-1.3626,-0.6267,0.3564,-1.0457,0.6501,-0.9577,-3.2242,-0.9517,-0.059,0.173,0.9025,-0.7445,-0.8194,1.0938,1.2374,-3.3527,-1.7783,1.5682,1.385,-0.4608,AML
-0.5085,0.8925,-0.6834,-1.2366,-0.2534,-0.4354,1.3148,1.3685,0.0741,-0.7155,-0.6198,-0.396,1.173,-0.4533,0.1513,0.9236,-0.6767,-0.2802,-0.8983,-0.9577,0.624,-0.1475,1.7612,-0.8867,-0.5823,-0.9561,-0.4869,-1.0977,-0.0547,0.1221,-0.5789,-0.9591,-1.0141,-0.6469,-2.0045,-0.6642,0.5088,0.7902,-0.633,-1.0434,-0.793,-1.2291,0.4906,-0.7596,-1.4607,-0.9328,-0.586,1.1359,0.5834,-0.3592,-0.0535,0.4954,-0.877,-0.4848,0.5088,0.1731,-1.0888,-1.0477,-0.213,-0.8237,0.1364,-1.9526,-2.7294,-0.04,3.9927,-0.06,-0.1933,-0.758,-0.999,-0.9164,0.8961,0.9364,-0.5656,-1.1283,-1.2698,-2.8933,-0.5447,0.2688,0.4446,-0.3353,-0.7025,-0.1048,-0.7701,-0.6796,-0.4444,-1.4063,0.1105,-1.0956,-1.2312,-1.3259,-0.1141,-0.5115,-0.8194,-0.165,-0.2295,0.7261,0.0395,-0.7195,0.323,-0.6738,AML
-2.3012,1.2901,-2.6766,-1.1348,0.3982,-0.2067,-0.4221,-1.8947,-0.2674,-0.2642,0.3234,1.2986,-1.1907,0.3153,-1.3392,0.4699,-1.5148,-0.5616,-1.1464,-1.6702,1.6474,0.7437,2.5349,0.425,-0.5999,-2.982,0.929,-0.5123,1.0078,0.8021,0.9455,-0.8158,-0.7724,0.7305,0.2963,0.0931,-0.8611,1.5593,-0.4803,-0.0272,0.1995,-0.6687,2.4757,-0.3395,-5.8767,-0.6728,-1.0946,1.4638,1.8584,0.2832,-1.3023,-0.5287,-0.2569,-0.4978,-0.6476,-0.9334,2.3796,-1.0477,-0.6093,0.4975,-0.7939,-0.2165,-0.2257,-0.0117,-2.2177,2.3749,-1.5674,-1.2016,0.231,0.8192,4.9037,1.1705,-0.132,0.4891,-0.3752,-1.2738,-0.4837,0.8904,1.0496,-1.0715,3.948,-0.344,-0.6401,-1.5676,-1.2641,3.7175,0.0947,-0.1078,2.6177,-1.2027,0.7264,-0.2058,0.5058,2.1655,-1.4067,3.2026,1.8427,0.4017,1.1836,-0.4897,AML
0.4469,-1.5694,-0.4654,-1.2895,-0.5637,1.58,1.2373,1.3179,-0.1346,-0.4211,-0.5572,-0.6476,-0.805,-0.4766,0.4404,-0.058,0.0405,0.1898,-1.0097,-0.1143,0.0968,0.5269,-0.6674,-0.2084,-0.547,-0.593,-1.5835,-0.7647,0.0446,-0.2995,-5.2931,-0.0836,-0.6374,0.1563,-0.3511,-0.9808,0.9786,-0.1998,-0.6958,-1.1411,-0.5738,-1.8196,-0.0315,-0.7741,0.395,-0.5008,-0.8972,3.3305,-0.7243,0.0255,-0.6757,-1.903,-0.2569,0.1362,-0.4132,0.351,2.3484,2.2571,-0.4525,0.4176,6.362,-0.3682,-2.1367,-0.1204,1.0333,1.0638,-0.8437,-1.1456,-0.4673,-0.4188,-0.5701,-0.8102,-0.4631,-0.1121,2.4733,-0.961,-0.4265,-1.1924,0.6921,-0.7387,1.3977,0.5004,-0.4379,-0.6952,-0.7749,1.024,-2.7001,-0.6866,-0.6353,-2.1938,-0.4722,-0.5243,-0.6462,-0.5894,0.3685,0.6715,1.412,0.0846,0.1948,-0.1663,AML
-0.6588,0.4569,-0.7145,-0.4615,0.6542,6.1824,-0.0189,0.6602,0.2828,-0.1049,-0.3054,0.4154,-4.8513,-0.4096,-1.6736,-0.2152,0.3144,-1.2018,-0.9034,-0.9211,-0.5131,1.8997,-0.0226,0.0795,0.0064,0.8787,0.7025,-0.1246,-0.2406,0.6661,-0.3366,0.5515,-0.3256,-1.2733,0.2963,-0.7604,-0.4866,-0.0386,-0.4632,-0.8064,-0.3705,-0.6687,-0.8787,-0.7632,1.048,-0.4608,-0.5632,-1.0587,-0.2285,1.9547,3.6192,-1.5111,0.1565,-0.1207,-1.3508,1.0475,2.6608,0.2244,-0.8488,0.1073,0.4055,-0.7559,-0.0623,-0.5316,-0.368,0.5393,-1.5283,-1.717,-0.439,0.4277,0.5637,0.7383,-0.5034,-0.4556,-1.5172,0.3088,-0.5262,0.5033,-1.4432,-1.2833,0.0776,-0.4853,-0.8856,-0.5472,0.5273,1.0401,-0.0324,0.0372,0.1364,0.0646,5.0994,2.4984,-0.7063,0.3601,0.0975,-0.9309,1.85,-0.4194,-0.153,-2.7852,AML
-1.1097,0.9682,-1.2596,-1.2244,-0.4241,-0.3928,-0.5462,-0.5034,-0.1346,-0.2955,0.4614,-1.6079,0.4672,-0.5232,-0.5344,0.3186,-0.6364,-0.1656,-1.1464,-1.8011,0.5413,0.5751,0.5362,-0.9187,0.2248,2.5988,0.1413,-1.0274,-0.2946,-0.7211,0.7335,-1.0597,-0.7101,0.3771,0.8397,-0.9007,-0.7396,-0.5544,2.7738,-0.7698,-0.5618,-0.3433,0.535,-0.5278,-0.1033,-0.7128,0.7729,-0.302,-1.1766,-0.4414,-1.6696,-0.5862,-3.435,-0.5532,2.1965,5.1919,1.2547,-0.6611,0.398,0.0069,-0.2885,-0.3176,-0.2606,-0.8743,0.4625,2.5809,-0.9464,0.4846,-1.2188,-0.73,0.1141,0.8824,-0.653,-1.1283,1.0839,1.4682,-0.4435,0.0016,-1.121,-0.5269,-2.4127,-0.3005,-0.0191,0.0448,-0.2701,-1.1596,-0.08,-0.8467,-0.3032,-0.2707,-0.5411,0.7478,-0.6709,-0.8339,0.1629,-1.2222,0.3607,0.1356,-0.1347,-0.1321,AML
0.0175,0.116,-0.7457,-1.1402,-0.9322,-0.4166,0.1517,-0.4781,-0.2484,0.2596,-0.1205,-0.7401,-0.0663,-0.2117,-0.2454,0.5321,-1.4664,0.1424,-0.954,-0.5596,-0.5338,-2.0983,1.4388,-0.0101,0.4001,-1.7588,4.7442,-1.0196,0.1208,-0.7211,0.6426,-1.4667,-0.588,0.1964,-0.3511,-0.3397,0.6172,-0.3472,-0.4717,-1.742,-0.4223,-1.1959,-0.8787,-1.6468,-0.6531,0.1192,-0.1988,-0.6803,0.0113,-0.6991,-0.8745,-0.304,-1.5746,0.6685,0.4098,0.598,0.2236,-1.1973,-1.1295,-0.7096,0.2596,0.9802,-0.8293,-1.978,-0.1932,-1.1651,-0.6627,-0.0188,-0.9423,-0.9557,1.9126,-1.7826,-0.5824,-0.0119,-0.4069,-0.8506,0.8029,-1.5359,1.4346,-1.0816,-1.0926,-0.8223,0.2264,-0.6407,0.7641,1.3778,-1.6362,-1.0976,-0.606,-1.3605,-0.97,-0.4951,-1.3706,-0.726,-0.0333,1.3452,-0.5518,-0.023,0.2681,0.7987,AML
